rank,group,ntaxa,parent,nH2O,ZC,nC
genus,Lymphocystivirus,3,Iridoviridae,-0.775267,-0.224459,5.262343
genus,Tepovirus,2,Betaflexiviridae,-0.813898,-0.137587,5.09826
genus,Dermabacter,7,Dermabacteraceae,-0.716287,-0.127596,4.787471
genus,Nanovirus,8,Nanoviridae,-0.79567,-0.156925,5.146796
genus,Maledivibacter,1,Clostridiaceae,-0.699474,-0.217732,5.100513
genus,Oxobacter,1,Clostridiaceae,-0.718195,-0.199168,5.041397
genus,Desulfitobacterium,8,Peptococcaceae,-0.724405,-0.185241,4.994672
genus,Ideonella,10,,-0.7323,-0.132526,4.798267
genus,Paraburkholderia,143,Burkholderiaceae,-0.739216,-0.1366,4.827616
genus,Pomovirus,5,Virgaviridae,-0.768653,-0.123296,4.993207
genus,Protoambidensovirus,2,Parvoviridae,-0.826391,-0.112016,4.974004
genus,Idnoreovirus,1,Reoviridae,-0.695099,-0.1508,4.976461
genus,Polaromonas,32,Comamonadaceae,-0.720565,-0.148902,4.847333
genus,Laceyella,3,Thermoactinomycetaceae,-0.748823,-0.174934,5.034004
genus,Sphaerimonospora,2,Streptosporangiaceae,-0.732683,-0.111674,4.791036
genus,Desulfuromusa,1,Desulfuromonadaceae,-0.722983,-0.17281,4.956683
genus,Kineococcus,8,Kineosporiaceae,-0.698194,-0.115749,4.675384
genus,Phaeovirus,4,Phycodnaviridae,-0.778718,-0.098281,4.892081
genus,Dietzia,34,Dietziaceae,-0.715836,-0.111873,4.720708
genus,Thermocrispum,2,Pseudonocardiaceae,-0.713487,-0.121951,4.763801
genus,Sinomonas,9,Micrococcaceae,-0.713637,-0.127523,4.731678
genus,Glutamicibacter,19,Micrococcaceae,-0.712705,-0.141733,4.801305
genus,Betapartitivirus,20,Partitiviridae,-0.920923,-0.141431,5.202914
genus,Cavemovirus,2,Caulimoviridae,-0.767801,-0.188656,5.3316
genus,Deltaarterivirus,1,Arteriviridae,-0.796038,-0.169493,4.941619
genus,Orthoreovirus,11,Reoviridae,-0.773991,-0.14249,4.960996
genus,Pseudothermotoga,4,Thermotogaceae,-0.726253,-0.223399,5.122084
genus,Blastococcus,30,Geodermatophilaceae,-0.698436,-0.120374,4.693223
genus,Metapneumovirus,2,Pneumoviridae,-0.694401,-0.166387,4.969632
genus,Yatapoxvirus,2,Poxviridae,-0.7735,-0.217282,5.249464
genus,Heyndrickxia,3,Bacillaceae,-0.736073,-0.201507,5.100291
genus,Desulfallas,6,Peptococcaceae,-0.713781,-0.180084,4.962402
genus,Skermania,2,Gordoniaceae,-0.717661,-0.124029,4.753112
genus,Andreesenia,1,Gottschalkiaceae,-0.694927,-0.180241,4.990993
genus,Faecalitalea,1,Erysipelotrichaceae,-0.760193,-0.1808,5.100753
genus,Agathobaculum,5,Oscillospiraceae,-0.739074,-0.14594,4.903796
genus,Dorea,21,Lachnospiraceae,-0.741436,-0.172669,5.028951
genus,Anaerobutyricum,2,Lachnospiraceae,-0.741696,-0.173852,5.046012
genus,Peptoanaerobacter,2,Peptostreptococcaceae,-0.711526,-0.201567,5.116647
genus,Cellvibrio,12,Cellvibrionaceae,-0.756779,-0.149753,4.939809
genus,Methanosalsum,1,Methanosarcinaceae,-0.724504,-0.168019,4.988273
genus,Epsilonretrovirus,3,Retroviridae,-0.7535,-0.168376,5.000779
genus,Sulfurimonas,16,Thiovulaceae,-0.731269,-0.199887,5.09443
genus,Blattabacterium,11,Blattabacteriaceae,-0.750878,-0.244588,5.289263
genus,Methylomicrobium,5,Methylococcaceae,-0.788016,-0.133341,4.959375
genus,Thermodesulforhabdus,1,Syntrophobacteraceae,-0.744414,-0.183751,5.041144
genus,Dialister,10,Veillonellaceae,-0.73767,-0.173215,4.998144
genus,Orbivirus,26,Reoviridae,-0.778408,-0.141104,5.060183
genus,Helcococcus,4,Peptoniphilaceae,-0.728171,-0.201736,5.140053
genus,Methylophaga,9,Piscirickettsiaceae,-0.750162,-0.154297,4.976326
genus,Panicovirus,4,Tombusviridae,-0.805061,-0.137161,5.046602
genus,Hypovirus,11,Hypoviridae,-0.860361,-0.137593,5.103977
genus,Stenotrophomonas,104,Xanthomonadaceae,-0.741452,-0.128666,4.817366
genus,Desulforhopalus,3,Desulfobulbaceae,-0.731376,-0.172796,4.969056
genus,Pecentumvirus,15,Herelleviridae,-0.742868,-0.156359,5.057201
genus,Epsilonpapillomavirus,2,Papillomaviridae,-0.809285,-0.097573,4.913806
genus,Leptotrichia,18,Leptotrichiaceae,-0.719158,-0.206992,5.140244
genus,Sneathia,3,Leptotrichiaceae,-0.695354,-0.22637,5.15148
genus,Sutterella,13,Sutterellaceae,-0.733311,-0.154373,4.899983
genus,Actinosynnema,3,Pseudonocardiaceae,-0.711558,-0.1161,4.715628
genus,Lentzea,20,Pseudonocardiaceae,-0.720299,-0.123374,4.761482
genus,Ravinvirus,1,Siphoviridae,-0.761551,-0.10675,4.886074
genus,Rymovirus,3,Potyviridae,-0.7855,-0.12891,5.018788
genus,Thioploca,1,Thiotrichaceae,-0.882562,-0.188579,5.359431
genus,Succiniclasticum,1,Acidaminococcaceae,-0.732367,-0.164816,4.950629
genus,Ewingella,1,Yersiniaceae,-0.741166,-0.157788,4.923023
genus,Ipomovirus,7,Potyviridae,-0.802787,-0.142871,5.091667
genus,Stygiolobus,1,Sulfolobaceae,-0.709654,-0.238358,5.14056
genus,Siadenovirus,7,Adenoviridae,-0.809591,-0.151442,5.094629
genus,Candidatus Microthrix,1,Microthrixaceae,-0.719805,-0.110357,4.713319
genus,Cryobacterium,100,Microbacteriaceae,-0.698856,-0.145084,4.756788
genus,Chromohalobacter,5,Halomonadaceae,-0.766238,-0.117077,4.874726
genus,Spirilliplanes,1,Micromonosporaceae,-0.712006,-0.117776,4.687404
genus,Nitrospira,10,Nitrospiraceae,-0.728001,-0.14606,4.90915
genus,Rubrobacter,7,Rubrobacteraceae,-0.730776,-0.124985,4.817105
genus,Halobacteroides,1,Halobacteroidaceae,-0.687276,-0.20137,5.043825
genus,Marinovum,1,Rhodobacteraceae,-0.737243,-0.132831,4.809103
genus,Oryzavirus,1,Reoviridae,-0.769459,-0.144062,4.990745
genus,Ammonifex,2,Thermoanaerobacteraceae,-0.725529,-0.186194,4.99983
genus,Trichococcus,11,Carnobacteriaceae,-0.734815,-0.18121,5.00994
genus,Tissierella,6,Tissierellaceae,-0.705257,-0.209522,5.096927
genus,Prauserella,12,Pseudonocardiaceae,-0.713282,-0.113991,4.72411
genus,Crossiella,2,Pseudonocardiaceae,-0.718451,-0.125283,4.754223
genus,Kutzneria,5,Pseudonocardiaceae,-0.723166,-0.121614,4.751883
genus,Brachybacterium,32,Dermabacteraceae,-0.706465,-0.117266,4.724914
genus,Actinotalea,8,Cellulomonadaceae,-0.697869,-0.120019,4.687007
genus,Jonesia,2,Jonesiaceae,-0.723701,-0.123287,4.777654
genus,Promicromonospora,11,Promicromonosporaceae,-0.717451,-0.110307,4.695636
genus,Metallosphaera,6,Sulfolobaceae,-0.71165,-0.212312,5.067235
genus,Syntrophus,2,Syntrophaceae,-0.730289,-0.168331,4.976273
genus,Halobaculum,2,Halorubraceae,-0.750975,-0.070588,4.714717
genus,Tolumonas,3,Aeromonadaceae,-0.746329,-0.162984,4.963609
genus,Johnsonella,1,Lachnospiraceae,-0.734508,-0.184427,5.057121
genus,Catonella,2,Lachnospiraceae,-0.724586,-0.191174,5.052303
genus,Ferrimonas,9,Ferrimonadaceae,-0.750617,-0.142046,4.908874
genus,Caldanaerobius,2,Thermoanaerobacteraceae,-0.721578,-0.202708,5.064184
genus,Aureusvirus,6,Tombusviridae,-0.741452,-0.14991,4.892949
genus,Sulfurospirillum,15,Campylobacteraceae,-0.737521,-0.20312,5.077437
genus,Geothrix,1,Holophagaceae,-0.731894,-0.152777,4.857298
genus,Sporobacter,1,Oscillospiraceae,-0.720069,-0.170712,4.901275
genus,Natronobacterium,3,Natrialbaceae,-0.793665,-0.052002,4.795538
genus,Victorivirus,29,Totiviridae,-0.769727,-0.099944,4.761188
genus,Leucothrix,4,Thiotrichaceae,-0.748888,-0.154725,4.960734
genus,Dysgonomonas,22,Dysgonomonadaceae,-0.782991,-0.174802,5.096394
genus,Vogesella,9,Chromobacteriaceae,-0.731918,-0.15137,4.869391
genus,Schnuerera,1,Tissierellaceae,-0.705774,-0.213365,5.110023
genus,Desulfonema,3,Desulfobacteraceae,-0.75293,-0.16452,5.016482
genus,Desulfohalobium,1,Desulfohalobiaceae,-0.758887,-0.143824,4.938366
genus,Salinicoccus,13,Staphylococcaceae,-0.75696,-0.170136,5.046239
genus,Azohydromonas,4,Alcaligenaceae,-0.729525,-0.131182,4.797339
genus,Plasmavirus,1,Plasmaviridae,-0.780287,-0.194361,5.14996
genus,Macluravirus,8,Potyviridae,-0.797829,-0.130602,5.019663
genus,Granulicatella,11,Carnobacteriaceae,-0.73458,-0.188109,5.065777
genus,Abiotrophia,2,Aerococcaceae,-0.750795,-0.16731,5.0026
genus,Nonomuraea,48,Streptosporangiaceae,-0.723233,-0.126137,4.764554
genus,Pseudobutyrivibrio,13,Lachnospiraceae,-0.750656,-0.169858,5.009166
genus,Thermoflavimicrobium,2,Thermoactinomycetaceae,-0.74792,-0.192408,5.09611
genus,Iteradensovirus,8,Parvoviridae,-0.85873,-0.087804,5.085889
genus,Agrococcus,14,Microbacteriaceae,-0.691047,-0.122809,4.707184
genus,Alkalispirochaeta,4,Spirochaetaceae,-0.722244,-0.146766,4.890291
genus,Orenia,2,Halobacteroidaceae,-0.70078,-0.203381,5.080908
genus,Ezakiella,3,,-0.724529,-0.194893,5.08856
genus,Picrophilus,2,Picrophilaceae,-0.756501,-0.201379,5.191916
genus,Cenarchaeum,1,Cenarchaeaceae,-0.711111,0.007053,4.241453
genus,Coltivirus,2,Reoviridae,-0.806594,-0.139386,5.027633
genus,Devosia,53,Devosiaceae,-0.722274,-0.150819,4.827787
genus,Erbovirus,1,Picornaviridae,-0.840817,-0.125953,5.016012
genus,Berlinvirus,15,Autographiviridae,-0.768786,-0.111659,4.920082
genus,Dethiosulfovibrio,2,Synergistaceae,-0.710892,-0.164008,4.897748
genus,Massilia,79,Oxalobacteraceae,-0.735216,-0.137058,4.820744
genus,Sulfuracidifex,2,Sulfolobaceae,-0.725606,-0.217094,5.085405
genus,Sadwavirus,5,Secoviridae,-0.803302,-0.145741,5.021602
genus,Hydrogenophaga,24,Comamonadaceae,-0.733292,-0.141121,4.82819
genus,Sphaerisporangium,8,Streptosporangiaceae,-0.716799,-0.116857,4.714294
genus,Lautropia,2,Burkholderiaceae,-0.73564,-0.124931,4.813567
genus,Bibersteinia,1,Pasteurellaceae,-0.74934,-0.164138,4.98859
genus,Umbravirus,10,Tombusviridae,-0.771208,-0.107575,4.885124
genus,Guyparkeria,2,Thioalkalibacteraceae,-0.745845,-0.121196,4.861656
genus,Ampelovirus,13,Closteroviridae,-0.7327,-0.159707,4.962568
genus,Microbulbifer,25,Microbulbiferaceae,-0.762379,-0.1317,4.903011
genus,Marinobacterium,32,Oceanospirillaceae,-0.733888,-0.150484,4.914627
genus,Prosthecobacter,4,Verrucomicrobiaceae,-0.750004,-0.142737,4.888366
genus,Rhabdochromatium,1,Chromatiaceae,-0.746649,-0.133878,4.888943
genus,Entomobirnavirus,1,Birnaviridae,-0.753475,-0.135768,4.965993
genus,Candidatus Arthromitus,5,Clostridiaceae,-0.71516,-0.21022,5.138603
genus,Kineosporia,3,Kineosporiaceae,-0.698788,-0.115594,4.679878
genus,Topocuvirus,1,Geminiviridae,-0.818692,-0.109005,5.01307
genus,Psychroserpens,6,Flavobacteriaceae,-0.770344,-0.177581,5.086643
genus,Gelidibacter,8,Flavobacteriaceae,-0.775017,-0.179976,5.095657
genus,Methanothermobacter,9,Methanobacteriaceae,-0.702156,-0.179925,4.963104
genus,Halochromatium,3,Chromatiaceae,-0.739734,-0.131106,4.870169
genus,Holospora,4,Holosporaceae,-0.774949,-0.189382,5.128503
genus,Acetomicrobium,5,Synergistaceae,-0.724374,-0.194882,5.020589
genus,Myxoctovirus,1,Podoviridae,-0.75051,-0.075696,4.76131
genus,Acidisphaera,3,Acetobacteraceae,-0.728139,-0.139361,4.784831
genus,Fabavirus,7,Secoviridae,-0.800469,-0.159773,5.026131
genus,Krischvirus,5,Myoviridae,-0.798644,-0.143702,5.083209
genus,Ureibacillus,5,Planococcaceae,-0.736153,-0.197999,5.090912
genus,Desulfofustis,2,Desulfobulbaceae,-0.737854,-0.144537,4.92102
genus,Syntrophobotulus,1,Peptococcaceae,-0.71621,-0.186083,4.995501
genus,Wigglesworthia,1,Erwiniaceae,-0.727858,-0.244865,5.240607
genus,Salinivibrio,40,Vibrionaceae,-0.754663,-0.143096,4.928571
genus,Dehalobacterium,1,Peptococcaceae,-0.730508,-0.185696,5.023004
genus,Lapidilactobacillus,7,Lactobacillaceae,-0.745302,-0.172759,5.016263
genus,Tetragenococcus,5,Enterococcaceae,-0.746825,-0.176984,5.060876
genus,Calidithermus,4,Thermaceae,-0.746494,-0.16181,4.92867
genus,Mitsuokella,5,Selenomonadaceae,-0.739496,-0.15989,4.940028
genus,Sulfitobacter,54,Rhodobacteraceae,-0.731744,-0.138183,4.824975
genus,Sagittula,4,Rhodobacteraceae,-0.733067,-0.132826,4.80716
genus,Buchananella,1,Actinomycetaceae,-0.715637,-0.134176,4.755211
genus,Felispumavirus,2,Retroviridae,-0.809767,-0.143304,5.085224
genus,Desulfonatronovibrio,2,Desulfohalobiaceae,-0.751314,-0.167827,5.016024
genus,Bosea,48,Boseaceae,-0.709882,-0.152973,4.805993
genus,Desulfospira,1,Desulfobacteraceae,-0.730905,-0.177514,4.991541
genus,Tatumella,14,Erwiniaceae,-0.747066,-0.153407,4.931859
genus,Terracoccus,2,Intrasporangiaceae,-0.709429,-0.112143,4.700033
genus,Intrasporangium,4,Intrasporangiaceae,-0.710726,-0.119779,4.723352
genus,Catellatospora,10,Micromonosporaceae,-0.727502,-0.123092,4.738324
genus,Asanoa,5,Micromonosporaceae,-0.721035,-0.124631,4.737934
genus,Hamadaea,1,Micromonosporaceae,-0.725425,-0.124792,4.732573
genus,Pilimelia,2,Micromonosporaceae,-0.7107,-0.112105,4.669627
genus,Lonepinella,1,Pasteurellaceae,-0.746207,-0.175758,5.020119
genus,Thermobrachium,1,Clostridiaceae,-0.70333,-0.225101,5.130585
genus,Janibacter,14,Intrasporangiaceae,-0.705611,-0.115408,4.718238
genus,Nakamurella,13,Nakamurellaceae,-0.699157,-0.12472,4.691868
genus,Thalassobius,6,Rhodobacteraceae,-0.735193,-0.138253,4.833564
genus,Acidimicrobium,1,Acidimicrobiaceae,-0.691457,-0.136142,4.749148
genus,Octadecabacter,5,Rhodobacteraceae,-0.734282,-0.140729,4.829373
genus,Poacevirus,3,Potyviridae,-0.813721,-0.142208,5.086361
genus,Xylophilus,4,,-0.726841,-0.137001,4.792549
genus,Methanolacinia,2,Methanomicrobiaceae,-0.730807,-0.174088,4.962787
genus,Hyperthermus,1,Pyrodictiaceae,-0.698035,-0.198844,4.991992
genus,Pyrolobus,1,Pyrodictiaceae,-0.692742,-0.197301,4.995198
genus,Thermosphaera,1,Desulfurococcaceae,-0.708476,-0.226685,5.086343
genus,Ignicoccus,2,Desulfurococcaceae,-0.697997,-0.221039,5.063661
genus,Ferroglobus,1,Archaeoglobaceae,-0.721951,-0.221366,5.132433
genus,Carboxydothermus,4,Thermoanaerobacteraceae,-0.701985,-0.22761,5.083325
genus,Alphapartitivirus,16,Partitiviridae,-0.942694,-0.139916,5.204886
genus,Pegivirus,14,Flaviviridae,-0.778523,-0.147278,4.81673
genus,Thermosyntropha,1,Syntrophomonadaceae,-0.71523,-0.205388,5.064514
genus,Limnospira,3,Microcoleaceae,-0.760061,-0.155733,5.007572
genus,Chroococcidiopsis,6,Chroococcidiopsidaceae,-0.742689,-0.166825,4.994939
genus,Pleurocapsa,3,Hyellaceae,-0.739271,-0.170518,5.01129
genus,Spirulina,2,Spirulinaceae,-0.758694,-0.159864,5.006857
genus,Tychonema,5,Microcoleaceae,-0.732979,-0.162536,4.961833
genus,Brenneria,12,Pectobacteriaceae,-0.741869,-0.154875,4.930692
genus,Ruegeria,89,Rhodobacteraceae,-0.744399,-0.137758,4.850933
genus,Schwartzia,1,Selenomonadaceae,-0.734596,-0.163459,4.961242
genus,Twortvirus,1,Herelleviridae,-0.768161,-0.160196,5.15345
genus,Dehalobacter,9,Peptococcaceae,-0.727986,-0.172002,4.977635
genus,Leucobacter,49,Microbacteriaceae,-0.702084,-0.132706,4.741018
genus,Isavirus,1,Orthomyxoviridae,-0.714827,-0.121922,4.872077
genus,Bogoriella,1,Bogoriellaceae,-0.718425,-0.116843,4.733228
genus,Couchioplanes,1,Micromonosporaceae,-0.713941,-0.117133,4.715939
genus,Aeropyrum,2,Desulfurococcaceae,-0.693973,-0.187435,4.921659
genus,Glaciecola,9,Alteromonadaceae,-0.747582,-0.158097,4.967841
genus,Marafivirus,13,Tymoviridae,-0.804003,-0.147245,4.945317
genus,Amaricoccus,2,Rhodobacteraceae,-0.725696,-0.136387,4.782402
genus,Algoriphagus,39,Cyclobacteriaceae,-0.783367,-0.177468,5.079342
genus,Malonomonas,1,Desulfuromonadaceae,-0.727573,-0.16411,4.952107
genus,Pseudodesulfovibrio,11,Desulfovibrionaceae,-0.737446,-0.157412,4.916649
genus,Bastillevirus,4,Herelleviridae,-0.778874,-0.148418,5.089089
genus,Microvirgula,2,Chromobacteriaceae,-0.732619,-0.138091,4.835633
genus,Thiorhodococcus,3,Chromatiaceae,-0.740178,-0.133234,4.879161
genus,Halomicrobium,6,Haloarculaceae,-0.755381,-0.07799,4.759205
genus,Moritella,13,Moritellaceae,-0.734278,-0.170071,4.969023
genus,Actinocorallia,2,Thermomonosporaceae,-0.720133,-0.126558,4.756272
genus,Glycomyces,17,Glycomycetaceae,-0.743581,-0.109166,4.750622
genus,Microbispora,29,Streptosporangiaceae,-0.723064,-0.119932,4.746266
genus,Planotetraspora,5,Streptosporangiaceae,-0.720343,-0.124729,4.756461
genus,Spirillospora,1,Thermomonosporaceae,-0.716045,-0.117836,4.737543
genus,Desulfofarcimen,2,Peptococcaceae,-0.712498,-0.190869,5.015381
genus,Rickettsiella,3,Coxiellaceae,-0.741963,-0.197322,5.088104
genus,Thauera,21,Zoogloeaceae,-0.736893,-0.137459,4.845876
genus,Petuvirus,1,Caulimoviridae,-0.875447,-0.145052,5.226709
genus,Actinotignum,4,Actinomycetaceae,-0.719697,-0.129357,4.787892
genus,Alcanivorax,46,Alcanivoracaceae,-0.758608,-0.129962,4.895652
genus,Cyanobium,10,Synechococcaceae,-0.724282,-0.145256,4.838367
genus,Terrabacter,14,Intrasporangiaceae,-0.737892,-0.105459,4.732453
genus,Kribbella,34,Kribbellaceae,-0.723188,-0.130153,4.778552
genus,Caballeronia,32,Burkholderiaceae,-0.742859,-0.135633,4.842856
genus,Gallantivirus,1,Tombusviridae,-0.780484,-0.11153,4.917379
genus,Halogeometricum,5,Haloferacaceae,-0.760001,-0.080877,4.771407
genus,Phaeobacter,17,Rhodobacteraceae,-0.734995,-0.134961,4.82305
genus,Desulfobacca,1,Syntrophaceae,-0.743597,-0.17893,5.005079
genus,Sanguibacter,10,Sanguibacteraceae,-0.691181,-0.124368,4.692465
genus,Holdemania,5,Erysipelotrichaceae,-0.75133,-0.170371,5.021356
genus,Dehalococcoides,2,Dehalococcoidaceae,-0.715922,-0.179574,4.95591
genus,Lamprocystis,1,Chromatiaceae,-0.743213,-0.135177,4.859722
genus,Chromatium,2,Chromatiaceae,-0.73644,-0.147186,4.908235
genus,Lelliottia,9,Enterobacteriaceae,-0.749229,-0.156351,4.935975
genus,Pluralibacter,2,Enterobacteriaceae,-0.749512,-0.149669,4.906769
genus,Methylopila,4,Methylocystaceae,-0.707673,-0.14007,4.764931
genus,Natronorubrum,8,Natrialbaceae,-0.759403,-0.081104,4.788305
genus,Alphaentomopoxvirus,1,Poxviridae,-0.816416,-0.216651,5.395803
genus,Haloterrigena,16,Natrialbaceae,-0.755897,-0.081049,4.773826
genus,Thermocladium,1,Thermoproteaceae,-0.710028,-0.191344,4.95207
genus,Zobellia,9,Flavobacteriaceae,-0.779847,-0.16707,5.05696
genus,Henipavirus,5,Paramyxoviridae,-0.733264,-0.143232,4.998919
genus,Aquifex,1,Aquificaceae,-0.729669,-0.238392,5.217252
genus,Sodalis,8,Bruguierivoracaceae,-0.739774,-0.159011,4.93927
genus,Thiomicrorhabdus,12,Piscirickettsiaceae,-0.744804,-0.163118,4.985138
genus,Sideroxydans,1,Gallionellaceae,-0.736866,-0.15443,4.914219
genus,Demetria,1,Dermacoccaceae,-0.714354,-0.119474,4.74786
genus,Nevskia,2,Sinobacteraceae,-0.737882,-0.141543,4.841187
genus,Desulfurobacterium,4,Desulfurobacteriaceae,-0.705272,-0.235239,5.142996
genus,Coleofasciculus,13,Coleofasciculaceae,-0.739573,-0.159431,4.969628
genus,Moineauvirus,6,Siphoviridae,-0.781028,-0.136375,5.037714
genus,Carnimonas,1,Halomonadaceae,-0.75065,-0.134886,4.887343
genus,Triatovirus,5,Dicistroviridae,-0.808575,-0.156617,5.08218
genus,Pseudospirillum,1,Oceanospirillaceae,-0.759538,-0.151196,4.97351
genus,Oceanobacter,1,Oceanospirillaceae,-0.749987,-0.132835,4.887899
genus,Terasakiella,4,Terasakiellaceae,-0.736041,-0.151935,4.92829
genus,Marinospirillum,5,Oceanospirillaceae,-0.736169,-0.158228,4.957801
genus,Mitsuaria,10,,-0.729709,-0.130478,4.804607
genus,Halothece,1,Aphanothecaceae,-0.755355,-0.156546,5.01002
genus,Acidaminobacter,1,Clostridiales Family XII. Incertae Sedis,-0.712381,-0.187383,4.966896
genus,Robigovirus,5,Betaflexiviridae,-0.788839,-0.158899,5.060786
genus,Actinoalloteichus,7,Pseudonocardiaceae,-0.722621,-0.100052,4.728959
genus,Virgisporangium,3,Micromonosporaceae,-0.720936,-0.119048,4.7315
genus,Desulfocapsa,1,Desulfobulbaceae,-0.732649,-0.174081,4.985796
genus,Gleimia,3,Actinomycetaceae,-0.719959,-0.146244,4.846925
genus,Spbetavirus,1,Siphoviridae,-0.765291,-0.166235,5.140292
genus,Desulfonatronum,5,Desulfonatronaceae,-0.746432,-0.155817,4.949621
genus,Ammoniphilus,4,Paenibacillaceae,-0.738201,-0.186491,5.042411
genus,Rheinheimera,21,Chromatiaceae,-0.74737,-0.165126,4.961392
genus,Muribacter,1,Pasteurellaceae,-0.750034,-0.17265,5.010876
genus,Chloriridovirus,7,Iridoviridae,-0.754331,-0.179989,5.117366
genus,Aparavirus,6,Dicistroviridae,-0.781031,-0.147145,5.022098
genus,Cupriavidus,47,Burkholderiaceae,-0.734035,-0.136876,4.813055
genus,Aquamicrobium,5,Phyllobacteriaceae,-0.727888,-0.141818,4.836451
genus,Oxalicibacterium,3,Oxalobacteraceae,-0.731359,-0.148801,4.882051
genus,Pseudoxanthomonas,56,Xanthomonadaceae,-0.746404,-0.1283,4.825149
genus,Thiohalocapsa,4,Chromatiaceae,-0.738502,-0.127928,4.858873
genus,Caulobacter,51,Caulobacteraceae,-0.724458,-0.135695,4.778947
genus,Natrinema,12,Natrialbaceae,-0.766657,-0.070752,4.780489
genus,Sulfurisphaera,2,Sulfolobaceae,-0.71953,-0.246118,5.18548
genus,Tindallia,2,Clostridiaceae,-0.722662,-0.181987,5.029062
genus,Rhodospira,1,Rhodospirillaceae,-0.725881,-0.12582,4.786131
genus,Azomonas,2,Pseudomonadaceae,-0.744186,-0.149227,4.92894
genus,Macrococcus,13,Staphylococcaceae,-0.742326,-0.188139,5.079732
genus,Fibrovirus,4,Inoviridae,-0.777331,-0.181408,5.055346
genus,Scutavirus,2,Herpesviridae,-0.798495,-0.132417,5.009993
genus,Aquabacterium,10,,-0.732332,-0.134676,4.816267
genus,Longwoodvirus,3,Myoviridae,-0.76118,-0.133627,4.968982
genus,Avastrovirus,5,Astroviridae,-0.768355,-0.162099,5.058097
genus,Tremovirus,1,Picornaviridae,-0.77343,-0.160594,5.006579
genus,Nodularia,3,Aphanizomenonaceae,-0.744026,-0.168445,5.005243
genus,Flexithrix,1,Flammeovirgaceae,-0.795328,-0.179397,5.121921
genus,Lewinella,14,Lewinellaceae,-0.793628,-0.13553,4.969606
genus,Flavilitoribacter,1,Lewinellaceae,-0.810643,-0.14295,5.037405
genus,Limnothrix,7,Pseudanabaenaceae,-0.749473,-0.14545,4.92386
genus,Phormidium,10,Oscillatoriaceae,-0.746526,-0.155009,4.955528
genus,Stappia,12,Stappiaceae,-0.721038,-0.141034,4.808939
genus,Biseptimavirus,27,Siphoviridae,-0.763224,-0.153687,5.1244
genus,Methanocorpusculum,3,Methanocorpusculaceae,-0.714508,-0.179068,4.927509
genus,Lonsdalea,4,Pectobacteriaceae,-0.747301,-0.146221,4.92087
genus,Waddlia,1,Waddliaceae,-0.760902,-0.176002,5.071004
genus,Methylarcula,1,Rhodobacteraceae,-0.736069,-0.134025,4.824266
genus,Citromicrobium,10,Sphingomonadaceae,-0.73777,-0.123317,4.803455
genus,Iridovirus,2,Iridoviridae,-0.75684,-0.180199,5.117036
genus,Fredinandcohnia,3,Bacillaceae,-0.738311,-0.195476,5.066177
genus,Tessaracoccus,19,Propionibacteriaceae,-0.721777,-0.129083,4.77744
genus,Dechloromonas,10,Azonexaceae,-0.728974,-0.152771,4.873761
genus,Ophiovirus,5,Aspiviridae,-0.722662,-0.17843,5.111009
genus,Methylocaldum,8,Methylococcaceae,-0.756677,-0.147833,4.94134
genus,Thermaerobacter,4,Clostridiales Family XVII. Incertae Sedis,-0.72372,-0.131259,4.771315
genus,Roseovarius,41,Rhodobacteraceae,-0.738384,-0.133476,4.823044
genus,Antarctobacter,1,Rhodobacteraceae,-0.735084,-0.13578,4.814603
genus,Maricaulis,5,Maricaulaceae,-0.743717,-0.121028,4.801474
genus,Gracilibacillus,18,Bacillaceae,-0.761189,-0.180691,5.091615
genus,Collinsella,105,Coriobacteriaceae,-0.732717,-0.130636,4.816741
genus,Entomoplasma,5,Entomoplasmataceae,-0.733147,-0.212708,5.150024
genus,Ferroplasma,3,Ferroplasmaceae,-0.743982,-0.216651,5.131737
genus,Rhodanobacter,41,Rhodanobacteraceae,-0.749555,-0.133901,4.842801
genus,Schizotequatrovirus,4,Myoviridae,-0.810532,-0.123692,5.057326
genus,Micropruina,1,Nocardioidaceae,-0.718424,-0.130748,4.76529
genus,Balneatrix,1,Balneatrichaceae,-0.754951,-0.153655,4.954007
genus,Castellaniella,2,Alcaligenaceae,-0.740475,-0.138344,4.835869
genus,Thermocrinis,4,Aquificaceae,-0.734239,-0.223553,5.163283
genus,Mannheimia,9,Pasteurellaceae,-0.738535,-0.176635,5.012327
genus,Alloprevotella,6,Prevotellaceae,-0.78672,-0.150589,5.0296
genus,Roseibium,10,Stappiaceae,-0.727144,-0.144075,4.841656
genus,Mycetocola,10,Microbacteriaceae,-0.699121,-0.139251,4.750115
genus,Roseateles,4,,-0.727434,-0.130062,4.803808
genus,Solibacillus,6,Planococcaceae,-0.736594,-0.195221,5.063192
genus,Caldivirga,2,Thermoproteaceae,-0.715973,-0.208891,5.027761
genus,Asticcacaulis,13,Caulobacteraceae,-0.743367,-0.140042,4.850523
genus,Salipaludibacillus,4,Bacillaceae,-0.751593,-0.176657,5.046739
genus,Ahrensia,4,Ahrensiaceae,-0.724868,-0.150063,4.858382
genus,Thiorhodovibrio,2,Chromatiaceae,-0.743731,-0.131614,4.877044
genus,Pseudorhodobacter,7,Rhodobacteraceae,-0.724543,-0.148579,4.813856
genus,Cylindrospermopsis,3,Aphanizomenonaceae,-0.74505,-0.17311,5.025622
