rank,group,ntaxa,parent,nH2O,ZC,nC
genus,Candidatus Tremblaya,2,,-0.685213,-0.197773,5.015455
genus,Bifilivirus,1,Inoviridae,-0.70978,-0.108763,4.627473
genus,Rhizomicrobium,4,Micropepsaceae,-0.741307,-0.149219,4.853417
genus,Nebovirus,3,Caliciviridae,-0.732528,-0.130452,4.773015
genus,Lactovum,1,Streptococcaceae,-0.732758,-0.19099,5.046465
genus,Paramaledivibacter,1,Clostridiaceae,-0.698821,-0.220263,5.119569
genus,Nautilia,3,Nautiliaceae,-0.729109,-0.232046,5.188449
genus,Conexibacter,7,Conexibacteraceae,-0.698512,-0.11507,4.698078
genus,Nonlabens,19,Flavobacteriaceae,-0.77506,-0.163631,5.055857
genus,Epilithonimonas,13,Weeksellaceae,-0.773886,-0.18484,5.118812
genus,Fluviicola,4,Crocinitomicaceae,-0.781073,-0.171775,5.061944
genus,Plesiocystis,1,Nannocystaceae,-0.745874,-0.098321,4.760768
genus,Marinilactibacillus,5,Carnobacteriaceae,-0.734881,-0.182277,5.057535
genus,Chthoniobacter,1,Chthoniobacteraceae,-0.757765,-0.135347,4.866346
genus,Sedimenticola,3,,-0.738128,-0.150936,4.931533
genus,Qipengyuania,14,Erythrobacteraceae,-0.740398,-0.123942,4.808888
genus,Pseudozobellia,3,Flavobacteriaceae,-0.784335,-0.165287,5.062328
genus,Kriegella,2,Flavobacteriaceae,-0.778827,-0.17338,5.07367
genus,Enamovirus,5,Luteoviridae,-0.790399,-0.126802,4.941815
genus,Rhodoglobus,1,Microbacteriaceae,-0.595154,-0.118208,4.621145
genus,Rauchvirus,1,Podoviridae,-0.758537,-0.095509,4.791966
genus,Felsduovirus,4,Myoviridae,-0.744807,-0.126665,4.926988
genus,Kobuvirus,12,Picornaviridae,-0.833925,-0.134821,4.939327
genus,Zindervirus,3,Autographiviridae,-0.767522,-0.116343,4.921411
genus,Haematobacter,4,Rhodobacteraceae,-0.724628,-0.140087,4.817388
genus,Gillisia,11,Flavobacteriaceae,-0.761188,-0.18723,5.100704
genus,Loktanella,16,Rhodobacteraceae,-0.732471,-0.1387,4.812743
genus,Caldimonas,3,Comamonadaceae,-0.743844,-0.139052,4.869661
genus,Albidovulum,2,Rhodobacteraceae,-0.733837,-0.136281,4.831758
genus,Deferribacter,2,Deferribacteraceae,-0.730222,-0.233655,5.195556
genus,Alkanindiges,3,Moraxellaceae,-0.750418,-0.156019,4.962701
genus,Paraglaciecola,15,Alteromonadaceae,-0.754462,-0.158077,4.970056
genus,Nesiotobacter,1,Stappiaceae,-0.730885,-0.145138,4.859242
genus,Terasakiispira,1,,-0.760924,-0.136246,4.919183
genus,Malaciobacter,7,Campylobacteraceae,-0.721559,-0.219385,5.160223
genus,Etapapillomavirus,2,Papillomaviridae,-0.829077,-0.084467,4.917692
genus,Ghunavirus,9,Autographiviridae,-0.772278,-0.103484,4.887645
genus,Candidatus Pelagibacter,9,Pelagibacteraceae,-0.716086,-0.221409,5.131032
genus,Lampropedia,5,Comamonadaceae,-0.743588,-0.141152,4.860756
genus,Hapavirus,15,Rhabdoviridae,-0.833202,-0.170083,5.194606
genus,Caldisphaera,1,Caldisphaeraceae,-0.713748,-0.234209,5.14084
genus,Brumimicrobium,6,Crocinitomicaceae,-0.776977,-0.175584,5.091388
genus,Paraliobacillus,9,Bacillaceae,-0.740799,-0.18657,5.068966
genus,Alkalicoccus,7,Bacillaceae,-0.754721,-0.155798,4.98714
genus,Planifilum,3,Thermoactinomycetaceae,-0.745009,-0.167346,5.012606
genus,Zooshikella,3,Hahellaceae,-0.763181,-0.161727,5.017846
genus,Tepidiphilus,8,Hydrogenophilaceae,-0.740692,-0.151542,4.913836
genus,Volucribacter,1,Pasteurellaceae,-0.748546,-0.175744,5.033761
genus,Longispora,3,Micromonosporaceae,-0.723247,-0.125097,4.734317
genus,Derxia,3,Alcaligenaceae,-0.724087,-0.130507,4.767053
genus,Rosenblumvirus,13,Podoviridae,-0.863491,-0.136924,5.221418
genus,Phikmvvirus,17,Autographiviridae,-0.769502,-0.108592,4.885233
genus,Zavarzinia,3,Acetobacteraceae,-0.716145,-0.145233,4.78054
genus,Skermanella,7,Azospirillaceae,-0.720026,-0.137341,4.806122
genus,Gemmobacter,17,Rhodobacteraceae,-0.723806,-0.142743,4.799103
genus,Gemmiger,7,,-0.752543,-0.152274,4.917536
genus,Labrys,7,Xanthobacteraceae,-0.722673,-0.152665,4.830508
genus,Phocaeicola,11,,-0.79876,-0.158115,5.078685
genus,Nitratireductor,14,Phyllobacteriaceae,-0.73066,-0.141662,4.832333
genus,Cheoctovirus,155,Siphoviridae,-0.79807,-0.077358,4.812713
genus,Kostyavirus,25,Siphoviridae,-0.78876,-0.09501,4.847892
genus,Chenonavirus,2,Siphoviridae,-0.776827,-0.0868,4.796635
genus,Rosebushvirus,5,Siphoviridae,-0.752669,-0.09287,4.734342
genus,Corndogvirus,4,Siphoviridae,-0.779146,-0.097617,4.840821
genus,Bixzunavirus,29,Myoviridae,-0.807911,-0.078963,4.87506
genus,Omegavirus,11,Siphoviridae,-0.810454,-0.095051,4.891334
genus,Barnyardvirus,4,Siphoviridae,-0.791881,-0.09421,4.883808
genus,Salinibacterium,25,Microbacteriaceae,-0.699844,-0.143156,4.762854
genus,Sulfurovum,11,Sulfurovaceae,-0.740908,-0.195376,5.083252
genus,Kerstersia,1,Alcaligenaceae,-0.740067,-0.137395,4.835859
genus,Desulfonauticus,1,Desulfohalobiaceae,-0.72386,-0.241201,5.181761
genus,Bovispumavirus,1,Retroviridae,-0.825464,-0.126594,5.05003
genus,Vhmlvirus,3,Myoviridae,-0.756489,-0.120608,4.915966
genus,Nitunavirus,3,Herelleviridae,-0.770138,-0.133814,5.039669
genus,Moorea,2,Oscillatoriaceae,-0.746662,-0.162412,5.003747
genus,Bermanella,1,Oceanospirillaceae,-0.75944,-0.149199,4.979903
genus,Neptuniibacter,4,Oceanospirillaceae,-0.734342,-0.158558,4.952381
genus,Parvularcula,9,Parvularculaceae,-0.737477,-0.127785,4.820615
genus,Kosakonia,20,Enterobacteriaceae,-0.750124,-0.155645,4.934243
genus,Bowdeniella,1,Actinomycetaceae,-0.708062,-0.136492,4.779077
genus,Naesvirus,5,Myoviridae,-0.756273,-0.108252,4.77
genus,Ferrithrix,1,Acidimicrobiaceae,-0.710915,-0.1597,4.886601
genus,Allisonella,1,Veillonellaceae,-0.747935,-0.163129,4.977906
genus,Sandarakinorhabdus,7,Sphingosinicellaceae,-0.719023,-0.141411,4.762207
genus,Allokutzneria,3,Pseudonocardiaceae,-0.716061,-0.125024,4.760795
genus,Mimivirus,2,Mimiviridae,-0.809815,-0.161762,5.189665
genus,Aulosira,4,Fortieaceae,-0.741598,-0.168283,5.00355
genus,Rhizobacter,12,,-0.728284,-0.135142,4.798817
genus,Rugamonas,10,Oxalobacteraceae,-0.73097,-0.142632,4.827425
genus,Sclerodarnavirus,1,Alphaflexiviridae,-0.793765,-0.155178,5.094706
genus,Geothermobacter,3,Geobacteraceae,-0.731147,-0.151985,4.926271
genus,Pegunavirus,21,Siphoviridae,-0.746988,-0.090134,4.729842
genus,Mesonia,10,Flavobacteriaceae,-0.772019,-0.182996,5.118917
genus,Alphacarmotetravirus,1,Carmotetraviridae,-0.749618,-0.103553,4.829638
genus,Subdoligranulum,12,Oscillospiraceae,-0.759974,-0.149106,4.918478
genus,Anaerofustis,1,Eubacteriaceae,-0.710182,-0.199621,5.074295
genus,Tepidibacter,4,Peptostreptococcaceae,-0.694224,-0.21827,5.116857
genus,Uetakevirus,5,Podoviridae,-0.769076,-0.106621,4.888743
genus,Schlegelella,2,Comamonadaceae,-0.734491,-0.132886,4.817066
genus,Dinoroseobacter,1,Rhodobacteraceae,-0.728498,-0.142354,4.807348
genus,Levilactobacillus,30,Lactobacillaceae,-0.743785,-0.160781,4.955916
genus,Faecalibacterium,30,Oscillospiraceae,-0.74435,-0.152865,4.918027
genus,Angulomicrobium,1,Hyphomicrobiaceae,-0.71592,-0.150139,4.797218
genus,Arcicella,3,Cytophagaceae,-0.771031,-0.18261,5.085771
genus,Chamaesiphon,3,Chamaesiphonaceae,-0.736451,-0.162559,4.971672
genus,Neomegalonema,1,Neomegalonemataceae,-0.723235,-0.137731,4.784852
genus,Fulvimarina,4,Aurantimonadaceae,-0.722443,-0.133028,4.807995
genus,Velarivirus,7,Closteroviridae,-0.791312,-0.183203,5.182949
genus,Aeriscardovia,1,Bifidobacteriaceae,-0.752647,-0.121787,4.872346
genus,Garciella,1,Eubacteriaceae,-0.700317,-0.221052,5.117628
genus,Desulfatibacillum,3,Desulfobacteraceae,-0.748144,-0.158411,4.929337
genus,Ottowia,8,Comamonadaceae,-0.731938,-0.139421,4.813511
genus,Sprivivirus,4,Rhabdoviridae,-0.806333,-0.136662,5.062201
genus,Blattambidensovirus,1,Parvoviridae,-0.837061,-0.091943,4.963883
genus,Kordia,9,Flavobacteriaceae,-0.772208,-0.179782,5.104075
genus,Algibacter,15,Flavobacteriaceae,-0.771477,-0.180535,5.091241
genus,Candidatus Competibacter,2,Candidatus Competibacteraceae,-0.747016,-0.148172,4.915736
genus,Mastigocladopsis,1,Symphyonemataceae,-0.740153,-0.166539,4.994264
genus,Westiellopsis,1,Hapalosiphonaceae,-0.744363,-0.170432,5.016453
genus,Simiispumavirus,11,Retroviridae,-0.802939,-0.144938,5.0627
genus,Kayvirus,26,Herelleviridae,-0.769675,-0.148312,5.118618
genus,Koinonema,1,,-0.745076,-0.154767,4.938902
genus,Hydrogenimonas,3,Hydrogenimonaceae,-0.740084,-0.198517,5.104173
genus,Balnearium,1,Desulfurobacteriaceae,-0.719078,-0.222957,5.155028
genus,Pyxidicoccus,5,Myxococcaceae,-0.732569,-0.125046,4.805959
genus,Tepidanaerobacter,3,Tepidanaerobacteraceae,-0.689637,-0.207324,5.019891
genus,Oceanisphaera,8,Aeromonadaceae,-0.741099,-0.155894,4.930298
genus,Candidatus Rhabdochlamydia,3,Rhabdochlamydiaceae,-0.750062,-0.205097,5.13076
genus,Geopsychrobacter,1,Geobacteraceae,-0.721755,-0.171102,4.935256
genus,Enhydrobacter,3,,-0.732326,-0.1459,4.832546
genus,Yaniella,1,Micrococcaceae,-0.734227,-0.128063,4.822168
genus,Formosa,10,Flavobacteriaceae,-0.773577,-0.180335,5.091173
genus,Aestuariibacter,2,Alteromonadaceae,-0.760151,-0.148248,4.948226
genus,Ulvibacter,5,Flavobacteriaceae,-0.764443,-0.17654,5.057177
genus,Actinocatenispora,5,Micromonosporaceae,-0.719987,-0.114992,4.713566
genus,Cerasibacillus,3,Bacillaceae,-0.737296,-0.197083,5.100452
genus,Pannonibacter,10,Stappiaceae,-0.71255,-0.149146,4.807871
genus,Maribacter,38,Flavobacteriaceae,-0.771027,-0.177202,5.073437
genus,Xylanibacterium,1,Promicromonosporaceae,-0.700626,-0.121709,4.687332
genus,Arsenicicoccus,5,Intrasporangiaceae,-0.707182,-0.116247,4.720994
genus,Leptolinea,1,Anaerolineaceae,-0.742588,-0.179214,4.989118
genus,Levilinea,1,Anaerolineaceae,-0.759793,-0.16197,4.939891
genus,Reinekea,6,Saccharospirillaceae,-0.757296,-0.150463,4.952585
genus,Macronovirus,1,Sarthroviridae,-0.714866,-0.158343,4.907085
genus,Paraeggerthella,1,Eggerthellaceae,-0.733085,-0.137118,4.813234
genus,Chitinibacter,7,Chromobacteriaceae,-0.733881,-0.159043,4.907799
genus,Cuspidothrix,1,Aphanizomenonaceae,-0.741792,-0.176343,5.035014
genus,Fischettivirus,1,Podoviridae,-0.828017,-0.137397,5.124793
genus,Furfurilactobacillus,3,Lactobacillaceae,-0.748113,-0.156396,4.956232
genus,Saccharibacter,9,Acetobacteraceae,-0.747003,-0.128233,4.861666
genus,Desulfoluna,3,Desulfobacteraceae,-0.737295,-0.155954,4.904393
genus,Desulfopila,8,Desulfobulbaceae,-0.735155,-0.170822,4.973582
genus,Dyella,37,Rhodanobacteraceae,-0.752836,-0.129741,4.839323
genus,Kaistella,14,Weeksellaceae,-0.772498,-0.18723,5.114794
genus,Xipdecavirus,3,Siphoviridae,-0.746107,-0.111453,4.835521
genus,Belliella,5,Cyclobacteriaceae,-0.77593,-0.181902,5.096633
genus,Effusibacillus,4,Alicyclobacillaceae,-0.728245,-0.177201,4.986282
genus,Rhodoluna,4,Microbacteriaceae,-0.696037,-0.161512,4.824009
genus,Ectothiorhodosinus,1,Ectothiorhodospiraceae,-0.736033,-0.136076,4.86473
genus,Tulanevirus,6,Myoviridae,-0.801645,-0.135213,5.044993
genus,Candidatus Midichloria,1,Candidatus Midichloriaceae,-0.707266,-0.207799,5.057958
genus,Coetzeevirus,3,Siphoviridae,-0.76029,-0.128912,4.924155
genus,Gammalipothrixvirus,1,Lipothrixviridae,-0.755125,-0.207761,5.18625
genus,Alkalibacter,4,Eubacteriaceae,-0.717187,-0.192303,5.028008
genus,Betatectivirus,4,Tectiviridae,-0.75982,-0.157553,5.051513
genus,Fastidiosipila,1,Oscillospiraceae,-0.752813,-0.171986,5.079109
genus,Tenuibacillus,1,Bacillaceae,-0.760603,-0.173391,5.07822
genus,Cloacibacterium,3,Weeksellaceae,-0.777877,-0.190873,5.140946
genus,Candidatus Scalindua,2,Candidatus Brocadiaceae,-0.73715,-0.182356,5.058206
genus,Oribacterium,14,Lachnospiraceae,-0.748283,-0.16488,5.01284
genus,Salinibacillus,3,Bacillaceae,-0.749045,-0.181501,5.069002
genus,Diaphorobacter,13,Comamonadaceae,-0.732421,-0.139673,4.829496
genus,Ochrobactrum,56,Brucellaceae,-0.725382,-0.153474,4.866094
genus,Akkermansia,77,Akkermansiaceae,-0.768044,-0.144127,4.93603
genus,Woodsholea,1,Maricaulaceae,-0.751062,-0.128284,4.8525
genus,Chitinimonas,5,Burkholderiaceae,-0.735936,-0.142274,4.856256
genus,Sciuripoxvirus,1,Poxviridae,-0.754353,-0.114838,4.912031
genus,Crinalium,1,Gomontiellaceae,-0.735189,-0.167115,5
genus,Lessievirus,4,Podoviridae,-0.754098,-0.083307,4.786885
genus,Ichthyobacterium,1,Ichthyobacteriaceae,-0.713033,-0.17797,5.014116
genus,Luteibacter,18,Rhodanobacteraceae,-0.746116,-0.126772,4.819408
genus,Acidilobus,6,Acidilobaceae,-0.709855,-0.186158,4.932728
genus,Nazgulvirus,1,Siphoviridae,-0.781964,-0.103239,4.876152
genus,Hydrocarboniphaga,3,Sinobacteraceae,-0.73446,-0.134044,4.838155
genus,Anaerotruncus,13,Oscillospiraceae,-0.735956,-0.15737,4.924902
genus,Methylohalobius,1,Methylothermaceae,-0.764606,-0.145868,4.969716
genus,Candidatus Paracaedimonas,1,Caedimonadaceae,-0.692019,-0.177493,5.131455
genus,Alphafusellovirus,8,Fuselloviridae,-0.76023,-0.23306,5.218031
genus,Hoeflea,11,Phyllobacteriaceae,-0.725611,-0.143901,4.821009
genus,Klugiella,1,Microbacteriaceae,-0.703958,-0.134188,4.754031
genus,Anaerospora,1,Sporomusaceae,-0.705993,-0.185982,4.935505
genus,Yoonia,8,Rhodobacteraceae,-0.733248,-0.143247,4.825891
genus,Tlsvirus,10,Drexlerviridae,-0.777429,-0.129725,4.98662
genus,Hydrogenivirga,3,Aquificaceae,-0.729864,-0.21593,5.146447
genus,Pseudoduganella,5,Oxalobacteraceae,-0.734043,-0.142334,4.841763
genus,Serinicoccus,10,Ornithinimicrobiaceae,-0.717141,-0.108526,4.721225
genus,Candidatus Cardinium,7,Amoebophilaceae,-0.742357,-0.203527,5.100368
genus,Candidatus Jettenia,1,Candidatus Brocadiaceae,-0.811621,-0.188602,5.1889
genus,Mucispirillum,1,Deferribacteraceae,-0.741352,-0.193485,5.079776
genus,Prymnesiovirus,2,Phycodnaviridae,-0.773371,-0.156398,5.099937
genus,Uruburuella,1,Neisseriaceae,-0.748364,-0.154833,4.900898
genus,Oceanicola,7,Rhodobacteraceae,-0.731397,-0.134919,4.802517
genus,Robiginitalea,5,Flavobacteriaceae,-0.787615,-0.150527,5.009174
genus,Mahella,1,Thermoanaerobacterales Family IV. Incertae Sedis,-0.745814,-0.177381,5.012357
genus,Thiospirochaeta,1,Spirochaetaceae,-0.731962,-0.203301,5.112403
genus,Natronolimnobius,3,Natrialbaceae,-0.764911,-0.076363,4.788326
genus,Natronolimnohabitans,1,Natrialbaceae,-0.757924,-0.075439,4.770242
genus,Myceligenerans,5,Promicromonosporaceae,-0.721482,-0.105133,4.698031
genus,Ethanoligenens,1,Oscillospiraceae,-0.735077,-0.155728,4.902105
genus,Owenweeksia,1,Schleiferiaceae,-0.784087,-0.164331,5.043789
genus,Aquicella,2,Coxiellaceae,-0.751672,-0.175445,5.020669
genus,Roseibaca,3,Rhodobacteraceae,-0.733871,-0.134488,4.81143
genus,Roseisalinus,1,Rhodobacteraceae,-0.733754,-0.127982,4.786751
genus,Shimia,18,Rhodobacteraceae,-0.740534,-0.138646,4.838945
genus,Solimonas,9,Sinobacteraceae,-0.743582,-0.133818,4.840597
genus,Alteribacter,3,Bacillaceae,-0.753761,-0.167182,5.019669
genus,Siminovitchia,6,Bacillaceae,-0.735156,-0.194655,5.06263
genus,Paeniglutamicibacter,9,Micrococcaceae,-0.706721,-0.142408,4.76774
genus,Pseudoclavibacter,29,Microbacteriaceae,-0.704794,-0.131388,4.750229
genus,Parvibaculum,4,Parvibaculaceae,-0.737642,-0.139187,4.8471
genus,Gulosibacter,11,Microbacteriaceae,-0.720181,-0.124897,4.784592
genus,Lentisphaera,1,Lentisphaeraceae,-0.778411,-0.162422,5.067123
genus,Pleomorphomonas,9,Methylocystaceae,-0.709171,-0.153715,4.810247
genus,Pseudovibrio,25,Stappiaceae,-0.734451,-0.152284,4.890225
genus,Acetanaerobacterium,1,Oscillospiraceae,-0.715849,-0.180569,4.952286
genus,Enhodamvirus,5,Podoviridae,-0.780322,-0.098353,4.881317
genus,Intestinibacter,1,Peptostreptococcaceae,-0.713682,-0.198868,5.081621
genus,Iodidimonas,3,Iodidimonadaceae,-0.735503,-0.139335,4.857794
genus,Thermosinus,1,Sporomusaceae,-0.699864,-0.191007,4.933084
genus,Hapunavirus,2,Myoviridae,-0.761909,-0.097607,4.880445
genus,Ostreavirus,1,Malacoherpesviridae,-0.768389,-0.144432,5.069986
genus,Kangiella,8,Kangiellaceae,-0.753096,-0.160133,4.996628
genus,Winogradskyella,37,Flavobacteriaceae,-0.77105,-0.177426,5.086331
genus,Lubbockvirus,11,Myoviridae,-0.706696,-0.18295,5.111965
genus,Salipiger,18,Rhodobacteraceae,-0.731052,-0.136358,4.807803
genus,Viridibacillus,9,Planococcaceae,-0.72776,-0.199661,5.063951
genus,Crocosphaera,4,Aphanothecaceae,-0.750017,-0.172405,5.057266
genus,Pilibacter,1,Enterococcaceae,-0.731444,-0.192477,5.07936
genus,Mariniflexile,6,Flavobacteriaceae,-0.774908,-0.18306,5.099122
genus,Millisia,1,Gordoniaceae,-0.706608,-0.124215,4.729549
genus,Anaerosporobacter,3,Lachnospiraceae,-0.740869,-0.181316,5.064418
genus,Desulfitibacter,1,Peptococcaceae,-0.712776,-0.199751,5.031033
genus,Bcepmuvirus,2,Myoviridae,-0.719835,-0.121799,4.818099
genus,Salinimonas,7,Alteromonadaceae,-0.757834,-0.145267,4.942501
genus,Pontibacillus,9,Bacillaceae,-0.762223,-0.170376,5.058037
genus,Silanimonas,1,Xanthomonadaceae,-0.730316,-0.1384,4.816942
genus,Desulfurispora,1,Peptococcaceae,-0.713835,-0.177222,4.939862
genus,Blastopirellula,3,Pirellulaceae,-0.764625,-0.131933,4.917056
genus,Rhodopirellula,14,Pirellulaceae,-0.758036,-0.110125,4.855968
genus,Aquimonas,1,Rhodanobacteraceae,-0.729581,-0.126515,4.803438
genus,Chelativorans,9,Phyllobacteriaceae,-0.73073,-0.143584,4.846671
genus,Thalassobacter,3,Rhodobacteraceae,-0.725063,-0.139623,4.800251
genus,Parasphingorhabdus,3,Sphingomonadaceae,-0.737905,-0.135446,4.844605
genus,Granulicoccus,1,Propionibacteriaceae,-0.725445,-0.125939,4.775904
genus,Salibacterium,3,Bacillaceae,-0.766093,-0.149086,4.991225
genus,Advenella,10,Alcaligenaceae,-0.733672,-0.154746,4.894436
genus,Nitrincola,10,Oceanospirillaceae,-0.743024,-0.154889,4.951032
genus,Lebetimonas,9,Nautiliaceae,-0.729322,-0.243877,5.223375
genus,Phormidesmis,2,Leptolyngbyaceae,-0.737917,-0.15298,4.944335
genus,Steroidobacter,7,Steroidobacteraceae,-0.74561,-0.129051,4.856433
genus,Rhodovarius,3,Acetobacteraceae,-0.723593,-0.137612,4.775256
genus,Halonotius,8,Halorubraceae,-0.744698,-0.08433,4.760142
genus,Salacisavirus,1,Myoviridae,-0.787183,-0.113038,4.918435
genus,Tiamatvirus,1,Autographiviridae,-0.753815,-0.124575,4.925745
genus,Alphaturrivirus,2,Turriviridae,-0.700536,-0.212085,5.113271
genus,Nitratiruptor,10,Nitratiruptoraceae,-0.742444,-0.222589,5.174442
genus,Nitratifractor,1,Sulfurovaceae,-0.754772,-0.178944,5.069837
genus,Atopococcus,1,Carnobacteriaceae,-0.746993,-0.167316,5.027972
genus,Globulovirus,2,Globuloviridae,-0.762618,-0.237782,5.103184
genus,Paucibacter,7,,-0.723037,-0.142576,4.82111
genus,Fangia,1,Fastidiosibacteraceae,-0.75427,-0.186743,5.058492
genus,Christensenella,8,Christensenellaceae,-0.726972,-0.163152,4.923293
genus,Psychrilyobacter,6,Fusobacteriaceae,-0.70274,-0.2181,5.099478
genus,Nicoletella,1,Pasteurellaceae,-0.739956,-0.177741,5.024437
genus,Kamptonema,3,Microcoleaceae,-0.736466,-0.165511,4.98151
genus,Olleya,12,Flavobacteriaceae,-0.761908,-0.182933,5.086083
genus,Elvirus,1,Myoviridae,-0.785692,-0.144481,5.041499
genus,Sphaerochaeta,6,Spirochaetaceae,-0.741596,-0.180851,5.001209
genus,Cardoreovirus,1,Reoviridae,-0.748674,-0.144952,5.004359
genus,Limimaricola,6,Rhodobacteraceae,-0.727985,-0.12882,4.78819
genus,Terriglobus,5,Acidobacteriaceae,-0.749325,-0.138536,4.862572
genus,Thermincola,3,Peptococcaceae,-0.706053,-0.195041,4.99412
genus,Ryyoungvirus,1,Podoviridae,-0.742498,-0.094021,4.750174
genus,Gramella,17,Flavobacteriaceae,-0.776595,-0.172864,5.09262
genus,Roseivirga,11,Roseivirgaceae,-0.773466,-0.171364,5.061341
genus,Novosphingopyxis,5,Sphingomonadaceae,-0.734813,-0.126574,4.809448
genus,Yuavirus,6,Siphoviridae,-0.804565,-0.102336,4.924495
genus,Thalassobacillus,7,Bacillaceae,-0.755356,-0.174926,5.04112
genus,Microcella,4,Microbacteriaceae,-0.699253,-0.132449,4.74051
genus,Catenulispora,7,Catenulisporaceae,-0.725395,-0.11403,4.71065
genus,Aquiflexum,4,Cyclobacteriaceae,-0.7874,-0.1833,5.107184
genus,Hollowayvirus,2,Podoviridae,-0.766935,-0.083636,4.814401
genus,Candidatus Amoebophilus,1,Amoebophilaceae,-0.733864,-0.193464,5.100318
genus,Labrenzia,36,Stappiaceae,-0.732631,-0.145666,4.854664
genus,Jiangella,13,Jiangellaceae,-0.725318,-0.113791,4.721381
genus,Candidatus Protochlamydia,6,Parachlamydiaceae,-0.766406,-0.189051,5.121094
genus,Nereida,1,Rhodobacteraceae,-0.725699,-0.142166,4.828233
genus,Odoribacter,8,Odoribacteraceae,-0.787034,-0.17589,5.104604
genus,Bizionia,10,Flavobacteriaceae,-0.765733,-0.183874,5.087645
genus,Stackebrandtia,4,Glycomycetaceae,-0.729315,-0.116535,4.764277
genus,Priestia,5,Bacillaceae,-0.740728,-0.193831,5.067938
genus,Thioclava,27,Rhodobacteraceae,-0.726845,-0.142933,4.825008
genus,Flavimobilis,4,Jonesiaceae,-0.689364,-0.125164,4.695869
genus,Alkaliflexus,1,Marinilabiliaceae,-0.791831,-0.164997,5.064068
genus,Segniliparus,3,Segniliparaceae,-0.730401,-0.125119,4.766494
genus,Hellea,1,Robiginitomaculaceae,-0.738376,-0.146415,4.889299
genus,Haliea,4,Halieaceae,-0.75628,-0.129712,4.86404
genus,Balneola,2,Balneolaceae,-0.771525,-0.162856,5.040678
genus,Yeosuana,3,Flavobacteriaceae,-0.770239,-0.18794,5.111898
genus,Kordiimonas,6,Kordiimonadaceae,-0.742935,-0.145309,4.878502
genus,Lutispora,1,Clostridiaceae,-0.7108,-0.203693,5.073
genus,Sphaerospermopsis,9,Aphanizomenonaceae,-0.743303,-0.175758,5.038168
genus,Aminiphilus,1,Synergistaceae,-0.721169,-0.157301,4.886404
genus,Caminibacter,1,Nautiliaceae,-0.729612,-0.247481,5.252807
genus,Subsaximicrobium,1,Flavobacteriaceae,-0.771968,-0.17603,5.081962
genus,Lacinutrix,13,Flavobacteriaceae,-0.761767,-0.183744,5.088071
genus,Rhopapillomavirus,4,Papillomaviridae,-0.816671,-0.094548,4.931463
genus,Sigmapapillomavirus,1,Papillomaviridae,-0.814604,-0.096754,4.971602
genus,Acaricomes,1,Micrococcaceae,-0.707125,-0.13314,4.773644
genus,Thermosediminibacter,3,Thermosediminibacteraceae,-0.689997,-0.206523,5.01119
genus,Tsuneonella,9,Erythrobacteraceae,-0.735243,-0.126673,4.792653
genus,Capistrivirus,1,Inoviridae,-0.820642,-0.174938,5.086471
genus,Dactylococcopsis,1,Synechococcaceae,-0.747923,-0.155222,4.99651
genus,Merismopedia,1,Merismopediaceae,-0.739164,-0.16993,5.001305
genus,Taupapillomavirus,7,Papillomaviridae,-0.812282,-0.083516,4.883944
genus,Martelella,12,Aurantimonadaceae,-0.73325,-0.146823,4.844542
genus,Haloquadratum,2,Haloferacaceae,-0.740106,-0.088504,4.794157
genus,Dhakavirus,8,Myoviridae,-0.789284,-0.14624,5.054081
genus,Desulfohalovibrio,2,Desulfovibrionaceae,-0.734749,-0.142154,4.875962
genus,Jerseyvirus,17,Siphoviridae,-0.766605,-0.115873,4.905116
genus,Proteiniphilum,4,Dysgonomonadaceae,-0.805442,-0.157179,5.084478
genus,Pontixanthobacter,7,Erythrobacteraceae,-0.73711,-0.128704,4.815064
genus,Candidatus Berkiella,2,Coxiellaceae,-0.742458,-0.17937,5.039313
genus,Rubellimicrobium,10,Rhodobacteraceae,-0.729359,-0.129401,4.786658
genus,Candidatus Hepatoplasma,1,Mycoplasmataceae,-0.761381,-0.231023,5.311367
genus,Cequinquevirus,6,Siphoviridae,-0.747385,-0.139676,5.002615
genus,Oryzihumus,1,Intrasporangiaceae,-0.714322,-0.119554,4.722488
genus,Patulibacter,5,Patulibacteraceae,-0.690543,-0.111858,4.674497
genus,Tateyamaria,6,Rhodobacteraceae,-0.744372,-0.134556,4.825634
genus,Piscibacillus,2,Bacillaceae,-0.760608,-0.174845,5.073986
genus,Adhaeribacter,10,Hymenobacteraceae,-0.774511,-0.174062,5.050921
genus,Arenavirus,1,Arenaviridae,-0.763968,-0.164213,5.076371
genus,Deltalipothrixvirus,2,Lipothrixviridae,-0.756425,-0.201357,5.105028
genus,Silvimonas,5,Chromobacteriaceae,-0.744424,-0.149156,4.874766
genus,Catellicoccus,1,Enterococcaceae,-0.758372,-0.178819,5.10407
genus,Herminiimonas,7,Oxalobacteraceae,-0.720656,-0.158966,4.880164
genus,Litchfieldia,3,Bacillaceae,-0.747505,-0.1899,5.082365
genus,Actinospica,5,Actinospicaceae,-0.726755,-0.112163,4.726938
genus,Cervidpoxvirus,1,Poxviridae,-0.778103,-0.210227,5.260559
genus,Polemovirus,1,Solemoviridae,-0.759991,-0.147395,4.95394
genus,Endozoicomonas,12,Endozoicomonadaceae,-0.749323,-0.144578,4.945531
